1.571782178,1.557751699,2.120888158,2.014014839,3.578166402
0.207717237,0.201364503,0.242804428,0.240952266,0.850393701
0.299569286,0.280040882,0.316605402,0.295105566,1.533537623
0.58228861,0.560139298,0.71941443,0.724713243,2.692220329
1.568800589,1.56020558,2.004020101,2.021105528,3.940393152
0.094420011,0.090571674,0.111693171,0.103554966,2.114220445
1.634011091,1.650185414,2.169014085,2.210264901,4.165273312
0.216041397,0.222698779,0.245603247,0.263073508,0.515455227
0.296048632,0.321038251,0.329871,0.340039907,0.717945466
0.40917234,0.424751581,0.699421965,0.718269231,0.732291432
1.241779497,1.257406508,1.984177215,2.070411392,1.847662547
0.102078372,0.107246061,0.112134345,0.111816859,1.084982845
1.162057254,1.083050024,2.052120141,2.001765225,1.962271341
0.199696567,0.199353243,0.240399909,0.242362525,0.571471337
0.293835417,0.306227328,0.353295535,0.356263195,0.604727614
0.422954726,0.447597349,0.509226816,0.516658846,0.876222222
0.871892925,0.917054264,1.289405685,1.332124352,1.325704717
0.308536219,0.315391594,0.283391776,0.280369291,0.753833402
